ANO,REGIAO,SIGLA_UF,COD_MUNICIPIO,NOME_MUNICIPIO,LOCALIZACAO,DEPEND_ADMINISTRATIVA,BAIXA_REGULARIDADE,BAIXA-MEDIA,MEDIA-ALTA,ALTA
2020,Norte,RO,1100940,Cujubim,Urbana,Privada,0.0,0.0,0.0,100.0
2020,Norte,RO,1100940,Cujubim,Urbana,Pública,0.0,75.0,25.0,0.0
2020,Norte,RO,1100940,Cujubim,Rural,Pública,0.0,33.3,66.7,0.0
2020,Norte,RO,1101005,Governador Jorge Teixeira,Urbana,Estadual,0.0,50.0,50.0,0.0
2020,Norte,RO,1101005,Governador Jorge Teixeira,Rural,Estadual,0.0,75.0,25.0,0.0
2020,Norte,RO,1101005,Governador Jorge Teixeira,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1101005,Governador Jorge Teixeira,Rural,Municipal,20.0,40.0,40.0,0.0
2020,Norte,RO,1101005,Governador Jorge Teixeira,Urbana,Pública,0.0,50.0,50.0,0.0
2020,Norte,RO,1101005,Governador Jorge Teixeira,Rural,Pública,11.1,55.6,33.3,0.0
2020,Norte,RO,1101104,Itapuã do Oeste,Urbana,Estadual,0.0,50.0,50.0,0.0
2020,Norte,RO,1101104,Itapuã do Oeste,Urbana,Municipal,25.0,50.0,25.0,0.0
2020,Norte,RO,1101104,Itapuã do Oeste,Rural,Municipal,0.0,0.0,50.0,50.0
2020,Norte,RO,1101104,Itapuã do Oeste,Urbana,Pública,16.7,50.0,33.3,0.0
2020,Norte,RO,1101104,Itapuã do Oeste,Rural,Pública,0.0,0.0,50.0,50.0
2020,Norte,RO,1101203,Ministro Andreazza,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1101203,Ministro Andreazza,Rural,Estadual,0.0,0.0,0.0,100.0
2020,Norte,RO,1101203,Ministro Andreazza,Urbana,Municipal,0.0,0.0,100.0,0.0
2020,Norte,RO,1101203,Ministro Andreazza,Rural,Municipal,0.0,0.0,100.0,0.0
2020,Norte,RO,1101203,Ministro Andreazza,Urbana,Pública,0.0,0.0,100.0,0.0
2020,Norte,RO,1101203,Ministro Andreazza,Rural,Pública,0.0,0.0,66.7,33.3
2020,Norte,RO,1101302,Mirante da Serra,Urbana,Estadual,0.0,33.3,33.3,33.4
2020,Norte,RO,1101302,Mirante da Serra,Rural,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1101302,Mirante da Serra,Urbana,Municipal,0.0,0.0,66.7,33.3
2020,Norte,RO,1101302,Mirante da Serra,Rural,Municipal,0.0,33.3,66.7,0.0
2020,Norte,RO,1101302,Mirante da Serra,Urbana,Privada,100.0,0.0,0.0,0.0
2020,Norte,RO,1101302,Mirante da Serra,Rural,Privada,0.0,0.0,100.0,0.0
2020,Norte,RO,1101302,Mirante da Serra,Urbana,Pública,0.0,16.7,50.0,33.3
2020,Norte,RO,1101302,Mirante da Serra,Rural,Pública,0.0,25.0,75.0,0.0
2020,Norte,RO,1101401,Monte Negro,Urbana,Estadual,0.0,50.0,50.0,0.0
2020,Norte,RO,1101401,Monte Negro,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1101401,Monte Negro,Rural,Municipal,0.0,75.0,25.0,0.0
2020,Norte,RO,1101401,Monte Negro,Urbana,Pública,0.0,50.0,50.0,0.0
2020,Norte,RO,1101401,Monte Negro,Rural,Pública,0.0,75.0,25.0,0.0
2020,Norte,RO,1101435,Nova União,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1101435,Nova União,Urbana,Municipal,50.0,0.0,50.0,0.0
2020,Norte,RO,1101435,Nova União,Rural,Municipal,0.0,100.0,0.0,0.0
2020,Norte,RO,1101435,Nova União,Urbana,Pública,33.3,0.0,66.7,0.0
2020,Norte,RO,1101435,Nova União,Rural,Pública,0.0,100.0,0.0,0.0
2020,Norte,RO,1101450,Parecis,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1101450,Parecis,Rural,Estadual,0.0,50.0,50.0,0.0
2020,Norte,RO,1101450,Parecis,Urbana,Municipal,0.0,0.0,0.0,100.0
2020,Norte,RO,1101450,Parecis,Rural,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1101450,Parecis,Urbana,Pública,0.0,0.0,50.0,50.0
2020,Norte,RO,1101450,Parecis,Rural,Pública,0.0,50.0,50.0,0.0
2020,Norte,RO,1101468,Pimenteiras do Oeste,Urbana,Estadual,0.0,100.0,0.0,0.0
2020,Norte,RO,1101468,Pimenteiras do Oeste,Urbana,Municipal,0.0,0.0,100.0,0.0
2020,Norte,RO,1101468,Pimenteiras do Oeste,Urbana,Pública,0.0,33.3,66.7,0.0
2020,Norte,RO,1101476,Primavera de Rondônia,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1101476,Primavera de Rondônia,Rural,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1101476,Primavera de Rondônia,Urbana,Municipal,0.0,0.0,50.0,50.0
2020,Norte,RO,1101476,Primavera de Rondônia,Rural,Municipal,0.0,0.0,0.0,100.0
2020,Norte,RO,1101476,Primavera de Rondônia,Urbana,Pública,0.0,0.0,66.7,33.3
2020,Norte,RO,1101476,Primavera de Rondônia,Rural,Pública,0.0,0.0,50.0,50.0
2020,Norte,RO,1101484,São Felipe D'Oeste,Urbana,Estadual,0.0,50.0,50.0,0.0
2020,Norte,RO,1101484,São Felipe D'Oeste,Urbana,Municipal,0.0,0.0,66.7,33.3
2020,Norte,RO,1101484,São Felipe D'Oeste,Urbana,Pública,0.0,20.0,60.0,20.0
2020,Norte,RO,1101492,São Francisco do Guaporé,Urbana,Estadual,0.0,66.7,33.3,0.0
2020,Norte,RO,1101492,São Francisco do Guaporé,Rural,Estadual,0.0,100.0,0.0,0.0
2020,Norte,RO,1101492,São Francisco do Guaporé,Urbana,Municipal,0.0,33.3,66.7,0.0
2020,Norte,RO,1101492,São Francisco do Guaporé,Rural,Municipal,20.0,60.0,20.0,0.0
